['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

90.0 , 4421.53846154 , 4610.76923077 , 4464.1025641 , 4208.71794872 , 4574.35897436 , 4578.46153846 , 4553.33333333 , 4285.64102564 , 4015.8974359 , 3865.12820513 , 4238.97435897 , 4194.87179487 , 4491.79487179 , 4496.41025641 , 1721.0 , 1692.0 , 20.767 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4422.05128205 , 4608.71794872 , 4462.56410256 , 4209.23076923 , 4573.84615385 , 4579.48717949 , 4552.82051282 , 4285.12820513 , 4020.51282051 , 3866.66666667 , 4241.53846154 , 4194.87179487 , 4492.30769231 , 4494.35897436 , 1719.0 , 1693.0 , 20.775 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4421.53846154 , 4610.25641026 , 4462.05128205 , 4208.71794872 , 4572.30769231 , 4578.46153846 , 4551.79487179 , 4276.41025641 , 4014.87179487 , 3864.61538462 , 4237.43589744 , 4192.30769231 , 4491.79487179 , 4490.25641026 , 1720.0 , 1692.0 , 20.783 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4420.51282051 , 4610.25641026 , 4463.07692308 , 4208.71794872 , 4572.82051282 , 4577.43589744 , 4552.82051282 , 4275.38461538 , 4012.30769231 , 3863.07692308 , 4235.38461538 , 4192.30769231 , 4490.76923077 , 4491.79487179 , 1719.0 , 1693.0 , 20.791 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4421.02564103 , 4609.74358974 , 4463.58974359 , 4207.17948718 , 4571.79487179 , 4578.46153846 , 4552.82051282 , 4278.97435897 , 4014.87179487 , 3863.58974359 , 4238.46153846 , 4190.76923077 , 4489.23076923 , 4494.87179487 , 1721.0 , 1693.0 , 20.798 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4420.0 , 4612.30769231 , 4463.58974359 , 4206.15384615 , 4570.76923077 , 4578.46153846 , 4552.30769231 , 4278.97435897 , 4015.8974359 , 3865.12820513 , 4243.58974359 , 4191.28205128 , 4491.28205128 , 4495.38461538 , 1720.0 , 1692.0 , 20.805 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 4418.46153846 , 4613.33333333 , 4465.64102564 , 4206.15384615 , 4572.82051282 , 4576.92307692 , 4552.82051282 , 4276.92307692 , 4015.38461538 , 3866.15384615 , 4241.53846154 , 4194.35897436 , 4490.76923077 , 4492.82051282 , 1720.0 , 1693.0 , 20.813 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4422.56410256 , 4611.28205128 , 4466.15384615 , 4207.69230769 , 4572.82051282 , 4578.97435897 , 4552.82051282 , 4281.02564103 , 4018.46153846 , 3868.20512821 , 4240.0 , 4195.8974359 , 4492.82051282 , 4496.92307692 , 1720.0 , 1693.0 , 20.821 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 4424.61538462 , 4612.30769231 , 4464.61538462 , 4208.20512821 , 4574.35897436 , 4582.05128205 , 4552.82051282 , 4286.15384615 , 4022.56410256 , 3867.69230769 , 4242.56410256 , 4198.46153846 , 4498.46153846 , 4503.07692308 , 1719.0 , 1693.0 , 20.829 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 4420.51282051 , 4614.35897436 , 4465.64102564 , 4206.66666667 , 4575.38461538 , 4579.48717949 , 4552.30769231 , 4285.64102564 , 4020.51282051 , 3866.66666667 , 4243.58974359 , 4200.0 , 4497.43589744 , 4500.51282051 , 1720.0 , 1693.0 , 20.837 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 4420.0 , 4612.30769231 , 4467.69230769 , 4207.69230769 , 4574.87179487 , 4578.46153846 , 4552.82051282 , 4293.33333333 , 4025.64102564 , 3873.33333333 , 4248.71794872 , 4202.56410256 , 4501.53846154 , 4501.53846154 , 1720.0 , 1692.0 , 20.844 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 4422.56410256 , 4610.25641026 , 4465.64102564 , 4208.71794872 , 4572.82051282 , 4580.0 , 4553.33333333 , 4296.92307692 , 4025.12820513 , 3873.33333333 , 4248.71794872 , 4201.53846154 , 4504.61538462 , 4502.56410256 , 1720.0 , 1692.0 , 20.853 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 4421.53846154 , 4611.79487179 , 4466.66666667 , 4207.17948718 , 4572.30769231 , 4581.02564103 , 4552.82051282 , 4294.35897436 , 4024.1025641 , 3869.23076923 , 4247.17948718 , 4204.1025641 , 4503.07692308 , 4501.02564103 , 1720.0 , 1692.0 , 20.861 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 4420.51282051 , 4610.76923077 , 4466.66666667 , 4207.17948718 , 4572.82051282 , 4582.05128205 , 4552.82051282 , 4287.69230769 , 4021.02564103 , 3868.20512821 , 4244.1025641 , 4202.56410256 , 4497.43589744 , 4496.92307692 , 1720.0 , 1692.0 , 20.869 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 4421.02564103 , 4608.71794872 , 4463.07692308 , 4208.20512821 , 4571.79487179 , 4580.51282051 , 4552.82051282 , 4285.12820513 , 4018.46153846 , 3870.25641026 , 4243.07692308 , 4198.97435897 , 4498.46153846 , 4496.92307692 , 1719.0 , 1694.0 , 20.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 4421.53846154 , 4611.79487179 , 4462.05128205 , 4209.23076923 , 4573.33333333 , 4579.48717949 , 4552.30769231 , 4285.64102564 , 4018.46153846 , 3867.17948718 , 4238.97435897 , 4197.94871795 , 4498.97435897 , 4498.46153846 , 1720.0 , 1692.0 , 20.885 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 4420.0 , 4613.33333333 , 4465.64102564 , 4208.20512821 , 4573.84615385 , 4580.51282051 , 4552.82051282 , 4282.56410256 , 4017.94871795 , 3864.61538462 , 4237.43589744 , 4196.41025641 , 4494.87179487 , 4495.8974359 , 1720.0 , 1693.0 , 20.892 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 4421.02564103 , 4611.79487179 , 4466.66666667 , 4207.17948718 , 4571.28205128 , 4581.53846154 , 4552.82051282 , 4282.56410256 , 4016.92307692 , 3866.66666667 , 4240.51282051 , 4193.33333333 , 4493.84615385 , 4492.82051282 , 1720.0 , 1692.0 , 20.9 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 4423.58974359 , 4612.30769231 , 4465.12820513 , 4207.17948718 , 4568.71794872 , 4580.0 , 4552.30769231 , 4281.02564103 , 4014.35897436 , 3866.66666667 , 4238.97435897 , 4190.25641026 , 4491.79487179 , 4490.76923077 , 1720.0 , 1693.0 , 20.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 4422.05128205 , 4613.33333333 , 4464.61538462 , 4207.69230769 , 4571.28205128 , 4580.51282051 , 4552.30769231 , 4277.94871795 , 4012.30769231 , 3863.07692308 , 4234.87179487 , 4187.69230769 , 4488.20512821 , 4489.74358974 , 1720.0 , 1692.0 , 20.916 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 4419.48717949 , 4611.28205128 , 4464.1025641 , 4207.17948718 , 4575.8974359 , 4581.53846154 , 4553.84615385 , 4276.92307692 , 4011.28205128 , 3863.58974359 , 4234.87179487 , 4187.69230769 , 4489.23076923 , 4489.74358974 , 1719.0 , 1693.0 , 20.924 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 4420.0 , 4610.76923077 , 4465.12820513 , 4208.20512821 , 4572.30769231 , 4580.0 , 4553.84615385 , 4280.0 , 4013.84615385 , 3867.69230769 , 4239.48717949 , 4192.82051282 , 4492.82051282 , 4491.79487179 , 1721.0 , 1693.0 , 20.931 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 4419.48717949 , 4609.74358974 , 4466.15384615 , 4207.69230769 , 4568.71794872 , 4578.97435897 , 4552.30769231 , 4277.43589744 , 4013.84615385 , 3866.66666667 , 4240.51282051 , 4194.87179487 , 4492.30769231 , 4494.35897436 , 1719.0 , 1692.0 , 20.939 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 4420.51282051 , 4608.20512821 , 4466.15384615 , 4206.15384615 , 4572.82051282 , 4580.51282051 , 4553.33333333 , 4288.20512821 , 4021.02564103 , 3869.23076923 , 4245.12820513 , 4199.48717949 , 4498.46153846 , 4497.94871795 , 1720.0 , 1693.0 , 20.947 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 4421.53846154 , 4609.23076923 , 4465.12820513 , 4208.20512821 , 4574.87179487 , 4580.51282051 , 4552.82051282 , 4288.71794872 , 4017.94871795 , 3867.17948718 , 4242.05128205 , 4195.38461538 , 4496.92307692 , 4494.87179487 , 1720.0 , 1692.0 , 20.955 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 4422.56410256 , 4610.25641026 , 4467.69230769 , 4210.25641026 , 4573.84615385 , 4580.0 , 4552.30769231 , 4293.84615385 , 4027.17948718 , 3870.76923077 , 4246.15384615 , 4202.56410256 , 4502.05128205 , 4503.07692308 , 1720.0 , 1693.0 , 20.962 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 4423.07692308 , 4612.82051282 , 4464.1025641 , 4207.69230769 , 4576.41025641 , 4582.56410256 , 4552.82051282 , 4289.23076923 , 4023.58974359 , 3867.69230769 , 4245.64102564 , 4198.97435897 , 4501.02564103 , 4503.58974359 , 1720.0 , 1692.0 , 20.97 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 4423.07692308 , 4611.79487179 , 4466.66666667 , 4207.17948718 , 4574.87179487 , 4582.05128205 , 4551.79487179 , 4296.92307692 , 4029.23076923 , 3871.79487179 , 4252.82051282 , 4202.56410256 , 4503.07692308 , 4501.53846154 , 1720.0 , 1693.0 , 20.977 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 4421.53846154 , 4610.25641026 , 4467.17948718 , 4210.25641026 , 4569.23076923 , 4582.05128205 , 4551.28205128 , 4301.02564103 , 4028.71794872 , 3872.30769231 , 4250.76923077 , 4202.05128205 , 4501.02564103 , 4499.48717949 , 1720.0 , 1692.0 , 20.985 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 4421.53846154 , 4609.74358974 , 4465.12820513 , 4208.20512821 , 4571.28205128 , 4582.56410256 , 4552.30769231 , 4294.35897436 , 4021.53846154 , 3870.25641026 , 4243.07692308 , 4199.48717949 , 4500.51282051 , 4499.48717949 , 1720.0 , 1693.0 , 20.993 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 4423.07692308 , 4613.33333333 , 4463.58974359 , 4206.66666667 , 4576.41025641 , 4581.53846154 , 4552.82051282 , 4284.61538462 , 4016.41025641 , 3868.20512821 , 4241.02564103 , 4195.38461538 , 4500.0 , 4495.8974359 , 1720.0 , 1692.0 , 21.001 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 4421.02564103 , 4612.30769231 , 4464.61538462 , 4207.17948718 , 4574.87179487 , 4577.94871795 , 4551.28205128 , 4281.53846154 , 4015.38461538 , 3868.71794872 , 4241.53846154 , 4194.35897436 , 4495.8974359 , 4492.82051282 , 1719.0 , 1693.0 , 21.009 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 4417.94871795 , 4611.28205128 , 4463.58974359 , 4208.20512821 , 4574.87179487 , 4578.46153846 , 4550.76923077 , 4288.71794872 , 4016.92307692 , 3868.20512821 , 4239.48717949 , 4196.41025641 , 4495.38461538 , 4494.87179487 , 1721.0 , 1693.0 , 21.017 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 4416.92307692 , 4612.82051282 , 4462.56410256 , 4207.69230769 , 4576.41025641 , 4578.97435897 , 4551.79487179 , 4281.02564103 , 4011.79487179 , 3863.07692308 , 4235.8974359 , 4192.30769231 , 4491.28205128 , 4492.30769231 , 1719.0 , 1693.0 , 21.025 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 4418.46153846 , 4612.30769231 , 4466.66666667 , 4206.66666667 , 4572.82051282 , 4578.46153846 , 4553.33333333 , 4275.8974359 , 4012.30769231 , 3863.07692308 , 4240.51282051 , 4193.33333333 , 4493.33333333 , 4492.30769231 , 1720.0 , 1693.0 , 21.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 4421.02564103 , 4612.82051282 , 4466.15384615 , 4206.66666667 , 4571.79487179 , 4581.53846154 , 4552.82051282 , 4273.84615385 , 4010.76923077 , 3863.07692308 , 4240.0 , 4191.79487179 , 4493.33333333 , 4492.82051282 , 1720.0 , 1691.0 , 21.041 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 4421.53846154 , 4612.30769231 , 4465.12820513 , 4207.17948718 , 4572.30769231 , 4582.05128205 , 4551.28205128 , 4280.0 , 4015.8974359 , 3866.15384615 , 4241.02564103 , 4193.33333333 , 4493.84615385 , 4496.41025641 , 1720.0 , 1693.0 , 21.049 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 4422.05128205 , 4611.79487179 , 4467.17948718 , 4207.17948718 , 4570.25641026 , 4580.51282051 , 4553.33333333 , 4282.05128205 , 4016.41025641 , 3868.20512821 , 4243.07692308 , 4192.82051282 , 4492.82051282 , 4495.8974359 , 1720.0 , 1692.0 , 21.057 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 4421.53846154 , 4611.28205128 , 4467.17948718 , 4207.17948718 , 4571.28205128 , 4578.97435897 , 4554.87179487 , 4282.05128205 , 4016.41025641 , 3869.23076923 , 4243.07692308 , 4195.8974359 , 4494.35897436 , 4494.35897436 , 1720.0 , 1693.0 , 21.064 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 4420.51282051 , 4610.76923077 , 4465.12820513 , 4208.20512821 , 4575.8974359 , 4580.51282051 , 4552.82051282 , 4280.51282051 , 4015.8974359 , 3866.66666667 , 4238.97435897 , 4195.38461538 , 4496.41025641 , 4494.87179487 , 1720.0 , 1693.0 , 21.072 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4422.56410256 , 4611.79487179 , 4467.17948718 , 4207.17948718 , 4575.38461538 , 4582.56410256 , 4552.30769231 , 4287.17948718 , 4022.56410256 , 3869.74358974 , 4242.56410256 , 4198.97435897 , 4500.51282051 , 4497.94871795 , 1720.0 , 1692.0 , 21.08 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4424.61538462 , 4612.30769231 , 4467.17948718 , 4206.66666667 , 4572.30769231 , 4583.07692308 , 4552.82051282 , 4288.71794872 , 4023.58974359 , 3867.17948718 , 4243.07692308 , 4201.02564103 , 4498.46153846 , 4496.92307692 , 1720.0 , 1693.0 , 21.088 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4421.02564103 , 4611.79487179 , 4466.66666667 , 4207.69230769 , 4571.28205128 , 4581.02564103 , 4552.82051282 , 4291.79487179 , 4027.69230769 , 3867.69230769 , 4244.1025641 , 4203.07692308 , 4500.0 , 4500.51282051 , 1719.0 , 1693.0 , 21.096 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4421.02564103 , 4612.30769231 , 4467.69230769 , 4207.69230769 , 4573.33333333 , 4580.51282051 , 4553.33333333 , 4293.84615385 , 4024.61538462 , 3869.74358974 , 4243.07692308 , 4200.0 , 4502.05128205 , 4504.1025641 , 1720.0 , 1693.0 , 21.103 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4424.61538462 , 4612.82051282 , 4467.17948718 , 4208.20512821 , 4573.84615385 , 4581.02564103 , 4553.33333333 , 4293.84615385 , 4020.51282051 , 3870.25641026 , 4245.64102564 , 4201.02564103 , 4503.07692308 , 4502.56410256 , 1720.0 , 1691.0 , 21.111 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4423.07692308 , 4612.30769231 , 4463.58974359 , 4209.74358974 , 4569.74358974 , 4582.56410256 , 4553.33333333 , 4289.23076923 , 4018.97435897 , 3868.20512821 , 4243.58974359 , 4200.51282051 , 4500.51282051 , 4496.92307692 , 1720.0 , 1693.0 , 21.119 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4421.02564103 , 4610.76923077 , 4466.15384615 , 4209.74358974 , 4570.25641026 , 4581.53846154 , 4552.30769231 , 4284.1025641 , 4016.92307692 , 3865.64102564 , 4240.0 , 4195.8974359 , 4497.43589744 , 4494.87179487 , 1720.0 , 1692.0 , 21.126 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4422.56410256 , 4609.74358974 , 4469.23076923 , 4208.71794872 , 4572.30769231 , 4581.02564103 , 4552.82051282 , 4286.66666667 , 4017.43589744 , 3865.12820513 , 4241.53846154 , 4195.8974359 , 4496.41025641 , 4497.43589744 , 1719.0 , 1693.0 , 21.134 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4419.48717949 , 4609.74358974 , 4465.64102564 , 4207.17948718 , 4570.76923077 , 4581.02564103 , 4553.33333333 , 4286.15384615 , 4015.8974359 , 3866.15384615 , 4242.05128205 , 4195.38461538 , 4494.35897436 , 4494.87179487 , 1721.0 , 1693.0 , 21.142 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4417.94871795 , 4611.79487179 , 4462.56410256 , 4208.71794872 , 4572.82051282 , 4578.97435897 , 4552.30769231 , 4282.05128205 , 4014.35897436 , 3865.64102564 , 4239.48717949 , 4193.33333333 , 4492.82051282 , 4491.79487179 , 1719.0 , 1693.0 , 21.149 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4423.07692308 , 4613.33333333 , 4464.61538462 , 4210.25641026 , 4575.8974359 , 4578.97435897 , 4551.28205128 , 4278.46153846 , 4013.84615385 , 3863.07692308 , 4237.43589744 , 4191.28205128 , 4491.28205128 , 4495.38461538 , 1720.0 , 1692.0 , 21.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4423.07692308 , 4613.33333333 , 4467.17948718 , 4209.74358974 , 4573.33333333 , 4581.53846154 , 4552.82051282 , 4277.43589744 , 4014.35897436 , 3864.1025641 , 4238.46153846 , 4191.28205128 , 4491.28205128 , 4498.46153846 , 1719.0 , 1692.0 , 21.166 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4420.51282051 , 4611.79487179 , 4468.71794872 , 4209.23076923 , 4570.76923077 , 4582.05128205 , 4554.35897436 , 4277.43589744 , 4012.30769231 , 3866.66666667 , 4240.0 , 4192.30769231 , 4490.76923077 , 4495.38461538 , 1721.0 , 1693.0 , 21.174 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4423.07692308 , 4610.25641026 , 4467.69230769 , 4208.20512821 , 4574.35897436 , 4580.0 , 4553.33333333 , 4280.0 , 4012.82051282 , 3867.69230769 , 4241.53846154 , 4193.84615385 , 4492.82051282 , 4495.8974359 , 1720.0 , 1692.0 , 21.182 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4421.53846154 , 4611.28205128 , 4463.07692308 , 4205.64102564 , 4574.87179487 , 4579.48717949 , 4552.30769231 , 4279.48717949 , 4016.41025641 , 3866.15384615 , 4241.53846154 , 4191.79487179 , 4495.38461538 , 4497.94871795 , 1720.0 , 1693.0 , 21.189 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4419.48717949 , 4613.33333333 , 4464.1025641 , 4205.64102564 , 4573.84615385 , 4581.02564103 , 4552.30769231 , 4284.1025641 , 4022.56410256 , 3869.74358974 , 4242.56410256 , 4195.38461538 , 4498.97435897 , 4498.97435897 , 1719.0 , 1692.0 , 21.197 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4420.0 , 4612.30769231 , 4464.61538462 , 4208.71794872 , 4574.87179487 , 4582.05128205 , 4553.33333333 , 4285.64102564 , 4018.97435897 , 3869.23076923 , 4241.53846154 , 4194.87179487 , 4494.35897436 , 4496.41025641 , 1720.0 , 1693.0 , 21.205 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4421.53846154 , 4609.74358974 , 4463.07692308 , 4209.23076923 , 4573.33333333 , 4581.02564103 , 4554.35897436 , 4293.33333333 , 4022.05128205 , 3869.74358974 , 4247.69230769 , 4198.97435897 , 4496.92307692 , 4498.46153846 , 1720.0 , 1691.0 , 21.213 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4421.53846154 , 4609.74358974 , 4464.1025641 , 4208.20512821 , 4570.76923077 , 4581.02564103 , 4554.35897436 , 4291.28205128 , 4023.58974359 , 3868.20512821 , 4247.69230769 , 4201.53846154 , 4501.02564103 , 4497.43589744 , 1720.0 , 1693.0 , 21.222 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4420.51282051 , 4610.76923077 , 4469.74358974 , 4208.20512821 , 4571.28205128 , 4581.02564103 , 4552.82051282 , 4291.28205128 , 4023.58974359 , 3870.25641026 , 4244.61538462 , 4204.1025641 , 4501.53846154 , 4496.41025641 , 1721.0 , 1693.0 , 21.231 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4420.0 , 4611.28205128 , 4468.20512821 , 4209.74358974 , 4572.82051282 , 4582.05128205 , 4551.79487179 , 4293.84615385 , 4020.51282051 , 3869.23076923 , 4243.07692308 , 4199.48717949 , 4498.46153846 , 4496.41025641 , 1719.0 , 1693.0 , 21.238 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4419.48717949 , 4609.74358974 , 4464.1025641 , 4208.71794872 , 4572.82051282 , 4581.02564103 , 4553.84615385 , 4291.28205128 , 4021.02564103 , 3868.20512821 , 4246.15384615 , 4195.8974359 , 4496.41025641 , 4497.43589744 , 1720.0 , 1693.0 , 21.246 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4422.05128205 , 4610.25641026 , 4465.12820513 , 4206.66666667 , 4574.35897436 , 4580.51282051 , 4555.8974359 , 4288.71794872 , 4020.0 , 3866.15384615 , 4242.56410256 , 4194.87179487 , 4496.41025641 , 4496.92307692 , 1720.0 , 1693.0 , 21.252 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4424.1025641 , 4609.23076923 , 4466.15384615 , 4206.15384615 , 4574.87179487 , 4579.48717949 , 4553.84615385 , 4285.64102564 , 4014.87179487 , 3863.07692308 , 4237.43589744 , 4194.35897436 , 4496.41025641 , 4495.38461538 , 1720.0 , 1692.0 , 21.26 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4422.56410256 , 4609.74358974 , 4465.12820513 , 4205.64102564 , 4574.35897436 , 4581.02564103 , 4550.76923077 , 4284.61538462 , 4016.92307692 , 3864.61538462 , 4238.97435897 , 4193.84615385 , 4495.38461538 , 4495.8974359 , 1720.0 , 1692.0 , 21.268 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4419.48717949 , 4613.33333333 , 4462.56410256 , 4206.66666667 , 4573.84615385 , 4581.53846154 , 4551.79487179 , 4281.53846154 , 4016.41025641 , 3867.17948718 , 4239.48717949 , 4191.28205128 , 4490.25641026 , 4494.87179487 , 1720.0 , 1693.0 , 21.276 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4420.0 , 4613.33333333 , 4461.02564103 , 4205.12820513 , 4574.87179487 , 4578.46153846 , 4553.84615385 , 4277.94871795 , 4011.79487179 , 3866.15384615 , 4238.97435897 , 4191.79487179 , 4487.69230769 , 4491.79487179 , 1720.0 , 1692.0 , 21.283 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4421.02564103 , 4608.71794872 , 4461.53846154 , 4204.61538462 , 4575.8974359 , 4577.94871795 , 4552.82051282 , 4276.41025641 , 4011.79487179 , 3866.15384615 , 4238.97435897 , 4192.82051282 , 4489.74358974 , 4490.76923077 , 1720.0 , 1693.0 , 21.291 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4418.46153846 , 4606.66666667 , 4463.58974359 , 4208.71794872 , 4573.33333333 , 4581.02564103 , 4552.82051282 , 4277.94871795 , 4016.92307692 , 3867.17948718 , 4238.97435897 , 4192.30769231 , 4490.76923077 , 4490.25641026 , 1719.0 , 1693.0 , 21.3 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4418.97435897 , 4609.74358974 , 4465.12820513 , 4209.23076923 , 4571.28205128 , 4581.02564103 , 4553.84615385 , 4278.97435897 , 4017.43589744 , 3866.66666667 , 4237.43589744 , 4192.82051282 , 4491.79487179 , 4490.76923077 , 1719.0 , 1693.0 , 21.307 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4422.56410256 , 4611.28205128 , 4465.12820513 , 4205.64102564 , 4572.82051282 , 4577.94871795 , 4552.82051282 , 4283.07692308 , 4019.48717949 , 3868.20512821 , 4239.48717949 , 4194.35897436 , 4496.41025641 , 4495.8974359 , 1719.0 , 1693.0 , 21.315 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4423.07692308 , 4610.76923077 , 4463.58974359 , 4207.17948718 , 4575.38461538 , 4580.51282051 , 4553.33333333 , 4283.58974359 , 4020.0 , 3867.69230769 , 4239.48717949 , 4191.28205128 , 4496.41025641 , 4496.92307692 , 1720.0 , 1693.0 , 21.323 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4421.53846154 , 4610.76923077 , 4464.61538462 , 4209.74358974 , 4574.87179487 , 4582.56410256 , 4554.87179487 , 4285.64102564 , 4024.61538462 , 3869.23076923 , 4243.07692308 , 4197.43589744 , 4497.94871795 , 4500.51282051 , 1719.0 , 1693.0 , 21.331 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4420.51282051 , 4610.76923077 , 4466.15384615 , 4206.15384615 , 4574.35897436 , 4579.48717949 , 4553.33333333 , 4285.12820513 , 4021.02564103 , 3867.69230769 , 4243.07692308 , 4199.48717949 , 4495.8974359 , 4498.97435897 , 1720.0 , 1693.0 , 21.339 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4422.05128205 , 4610.25641026 , 4467.69230769 , 4206.66666667 , 4575.38461538 , 4578.97435897 , 4552.30769231 , 4294.87179487 , 4022.05128205 , 3870.25641026 , 4245.64102564 , 4198.46153846 , 4498.97435897 , 4498.97435897 , 1719.0 , 1692.0 , 21.346 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4423.07692308 , 4611.79487179 , 4465.12820513 , 4209.23076923 , 4575.38461538 , 4582.56410256 , 4554.35897436 , 4297.94871795 , 4023.58974359 , 3870.25641026 , 4246.15384615 , 4197.94871795 , 4498.97435897 , 4500.0 , 1720.0 , 1693.0 , 21.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4421.53846154 , 4611.28205128 , 4465.12820513 , 4209.23076923 , 4574.35897436 , 4582.56410256 , 4554.35897436 , 4292.82051282 , 4025.64102564 , 3869.23076923 , 4244.61538462 , 4201.02564103 , 4498.46153846 , 4500.0 , 1720.0 , 1692.0 , 21.362 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4419.48717949 , 4608.71794872 , 4466.15384615 , 4209.23076923 , 4573.33333333 , 4579.48717949 , 4553.33333333 , 4288.20512821 , 4024.1025641 , 3869.23076923 , 4242.56410256 , 4199.48717949 , 4499.48717949 , 4495.38461538 , 1719.0 , 1693.0 , 21.369 , 0.0 , 0.0 , 0.0 , 0.0 , 

